order_id,user_id,order_total,currency,payment_method,account_age_days,num_items,num_distinct_products,previous_completed_purchases,previous_returns,previous_chargebacks,historical_avg_order_value,avg_days_between_purchases,days_since_last_purchase,user_return_rate,user_session_count_7d,user_page_views_7d,user_cart_adds_7d,user_cart_removals_7d,user_searches_7d,primary_device,primary_category,billing_street,billing_city,billing_state,billing_zip_code,billing_country,shipping_street,shipping_city,shipping_state,shipping_zip_code,shipping_country
9d9a4ed7-abc8-41a3-9721-3523bfaf7c0c,91f0a6ef,3163.08,USD,google_pay,183,10,4,2,0,0,2430.54,7.42,89,0.0,,,,,,,books,64440 Jennifer Locks Suite 296,Poncehaven,OR,81195,US,510 Villa Rue,South Jasonmouth,WV,06636,US
53ea15f8-a3c4-4082-a226-26d3cd9109b1,c4f0370d,1276.27,USD,bank_transfer,659,9,4,0,0,0,,6.17,,0.0,,,,,,,toys,24378 Richard Key Suite 737,Port Timville,IL,02067,US,68473 Bethany Cliff Suite 756,South Julie,NH,95500,US
55523f0e-59d6-4427-977c-6af69bb51ee5,83722885,3561.79,USD,paypal,704,15,4,1,1,0,3031.86,5.71,77,1.0,,,,,,,food,1494 Vasquez Shoals,Frankberg,IL,68344,US,574 Harris Cliffs,Lake Theresa,VI,63882,US
83206a32-428d-40cd-aa6a-6477921f897d,02974775,2510.39,USD,credit_card,770,8,3,2,0,0,4364.22,8.1,87,0.0,,,,,,,toys,2817 Thomas Station Apt. 224,South Raymond,CA,16903,US,319 Hayes Forges Apt. 297,Maryberg,MD,94089,US
a15f81db-1dad-47ff-be6c-c4b0a475330c,d35c7907,3238.21,USD,apple_pay,509,11,5,0,0,0,,6.55,,0.0,,,,,,,electronics,139 Scott Route Apt. 761,North Jeanette,NY,47799,US,768 Griffin Underpass,Rowefort,VT,15971,US
1077c11f-9de1-414d-8cfb-a028e666bf8b,42369cc0,1158.67,USD,credit_card,443,7,3,0,0,0,,8.0,,0.0,,,,,,,books,559 Zavala Common,North Dominic,IA,59783,US,6065 Miller Circles,Port Craigfort,VT,53036,US
de3fe234-a59f-4909-8a63-1a01c01fad69,abbc95fe,3703.65,USD,debit_card,383,17,5,2,0,0,1658.95,11.43,79,0.0,3,3,0,0,0,desktop,clothing,927 Gary Hills,New Gabriellaland,VI,58836,US,7583 Stuart Keys,Danielleberg,CT,86741,US
a303afd9-c304-4e64-80e1-7b6647abb9f3,3867c709,-3463.45,USD,debit_card,644,11,4,2,0,0,1147.58,6.64,78,0.0,,,,,,,home,6056 Villarreal Crescent,Brucechester,VI,78616,US,66563 Brandon Highway,Teresaborough,NC,98267,US
2cdba271-6cdd-4493-ae1f-46cea9cac200,130086d7,4111.13,USD,bank_transfer,820,13,4,0,0,0,,5.67,,0.0,,,,,,,toys,22342 Bryan Passage,Brianshire,VT,35916,US,10172 Clark Canyon,Griffintown,WV,72912,US
cbecdbac-5b6d-438c-a480-a262e869d97f,d8ee0b7a,-1843.15,USD,apple_pay,269,12,4,3,0,0,1036.24,7.42,70,0.0,,,,,,,sports,418 Thomas Springs Suite 684,North Matthew,IA,07597,US,69175 Sims Lodge Apt. 062,East Brooke,MN,96218,US
b9a6654d-66a8-45a8-a6c7-97100ca91bc3,f5f8eced,2414.0,USD,credit_card,404,9,4,4,1,0,2432.57,5.93,71,0.25,,,,,,,beauty,1743 Paul Divide Apt. 302,Amandastad,OK,86793,US,252 Kirby Burg Suite 776,New Shelbyfurt,VI,17093,US
5090156e-e34f-49ec-95c5-505e786cc0e2,d95689d9,2823.33,USD,paypal,746,10,3,2,0,0,1550.9,11.71,69,0.0,2,2,0,0,0,tablet,sports,7209 David Street,East Rachelfurt,AS,93078,US,004 Soto Land Suite 539,North Joseph,IA,03090,US
c686d636-caff-4284-a5fb-0aec0e16fef6,6fd6c1d9,4544.13,USD,bank_transfer,493,13,3,6,1,0,1600.93,6.67,74,0.16666666666666666,,,,,,,books,3312 Kristy Plaza,Lake Sharon,UT,58738,US,445 Kathryn Village,Steventown,CT,53678,US
37351683-7535-4132-b64e-de20ea66baed,64274bbd,4212.58,USD,credit_card,174,12,5,3,2,0,3633.59,7.9,65,0.6666666666666666,7,13,0,0,0,mobile,toys,381 Berg Corner Suite 919,Paynefort,ME,31230,US,904 Powell Meadows,Suzanneburgh,MD,28344,US
e38b076f-53bf-47e2-b304-f5b1044a645e,6cf05c05,3832.36,USD,paypal,637,16,4,2,0,0,812.3,8.11,72,0.0,,,,,,,beauty,39292 Becker Parkway Apt. 856,Lopezhaven,MS,03303,US,695 Jeremy Shoals,East Carolyn,HI,68901,US
2fcf1693-61ed-49c6-a24f-82c877e371b8,8f3d18ba,2425.5,USD,google_pay,234,9,4,5,3,0,1455.06,5.0,73,0.6,,,,,,,toys,893 Solis Landing Suite 689,North Gregoryfort,OH,68750,US,58204 Ian Estate,Lake Nicoleland,MP,75102,US
7836afbf-2448-458d-8e16-f061b2438738,b7109268,3170.65,USD,debit_card,712,12,4,2,1,0,3275.96,9.75,70,0.5,,,,,,,food,43608 Tom Summit,Kennethland,AK,74479,US,050 Jennifer Drives Suite 900,Angelafort,DC,96198,US
03707a52-72a3-48d1-8337-6000ba7ac500,31e61511,-4392.6,USD,apple_pay,252,12,5,12,2,0,1953.59,3.9,61,0.16666666666666666,7,13,0,0,0,tablet,clothing,7235 Rosario Vista,New Jenniferland,MP,05296,US,60108 Gay Stravenue,West Edward,PW,98860,US
cffe1921-4353-4038-a3c0-5dd0260fea49,260a108a,4550.92,USD,bank_transfer,781,15,5,1,0,0,2304.55,8.33,66,0.0,6,18,0,0,5,desktop,sports,91856 Keith Tunnel,Julieton,PR,61340,US,479 Simmons Green,East Adam,NC,77783,US
a4b10940-bfe1-4c8f-8c0f-3237b9f1cdb3,f2a22ddd,6257.15,USD,bank_transfer,780,20,5,6,0,0,1568.99,6.17,58,0.0,,,,,,,food,4974 Donna Fort Suite 873,Laneberg,MT,09858,US,7000 Morrison Curve Apt. 259,North Joelshire,ME,02485,US
7cae84f6-9ab4-4652-93c5-5f282650a2a9,b1bd1f92,2432.43,USD,credit_card,610,6,3,1,1,0,2747.71,7.3,63,1.0,,,,,,,electronics,802 Kevin Mountains Apt. 105,Melanieborough,AK,70528,US,8402 Anderson Tunnel,Lake Monica,FM,95702,US
91fe38d9-0022-464d-b240-e83e0a12bb08,c5b8d1fb,3635.4,USD,apple_pay,388,11,3,2,0,0,2548.59,10.13,81,0.0,3,3,0,0,0,mobile,home,0595 Oneal Centers Suite 258,North Amymouth,MN,69552,US,711 Lee Summit Apt. 754,Bobbyville,AK,74460,US
fbb3fb55-f420-44b3-8f34-df2718aab069,d03023bd,4004.13,USD,apple_pay,773,11,4,4,1,0,1918.64,6.17,67,0.25,7,9,0,0,0,tablet,electronics,926 Boyer Prairie Suite 169,South Williamchester,MD,70983,US,9424 Wilson Court,Buckleyville,VA,25233,US
7aba5d32-329e-4f4d-a8fb-289d4594cf77,8d927670,4389.28,USD,google_pay,795,15,3,5,1,0,1685.54,5.25,53,0.2,4,8,0,0,0,desktop,toys,6478 Alex Fords,New Richardmouth,ME,70957,US,76502 Mcconnell Wells,Zimmermanborough,GA,71905,US
58ab2f59-2129-477e-b49d-3d848356d221,e0a74971,-3015.7,USD,debit_card,483,10,4,5,1,0,2038.26,6.78,53,0.2,,,,,,,sports,00394 Lawrence View,Vernonchester,MH,68967,US,27413 Walker Crescent Apt. 813,North Cathyton,MA,98419,US
ef11405f-0984-40d0-902c-f49e915951c4,a752b66b,283.04,USD,debit_card,150,6,2,3,0,0,2302.65,5.5,56,0.0,2,2,0,0,0,desktop,sports,738 Keith Radial Apt. 578,Hubbardbury,ME,57294,US,19413 Downs Circle,Lake Jessicaberg,AR,69766,US
7de76ba4-1097-49df-ab9d-ddc8d2c3ce5c,b022da49,4249.0,USD,google_pay,480,19,5,1,0,1,3109.09,10.0,82,0.0,5,7,0,0,2,desktop,books,56414 Jenna Landing Apt. 341,Kingport,OH,55112,US,89880 Melissa Passage,West Alexside,ND,83695,US
d0f12f20-9968-4ab2-ac1b-10381e6955c8,1a1a882f,5832.0,USD,bank_transfer,457,17,5,4,1,1,2381.89,6.0,60,0.25,9,13,0,0,2,tablet,clothing,005 Reynolds Plains,East Jessica,KS,94993,US,7490 Jesse Oval Apt. 989,Denisebury,SC,79865,US
b57707a9-3cba-4d0a-8cae-1dfe93277942,a2d52d8f,4662.03,USD,debit_card,166,18,5,3,0,0,1958.64,8.0,55,0.0,10,26,0,0,0,mobile,toys,1119 Nguyen Skyway,West Petermouth,OH,89257,US,901 Maureen Cove Suite 743,North Loristad,FL,20635,US
49300c81-4fdf-45d6-8985-009e28702dac,ee1044e1,2629.32,USD,credit_card,391,13,3,5,1,0,2933.91,8.56,57,0.2,,,,,,,toys,10713 Carson Tunnel,Harveyshire,VA,57847,US,733 Stephanie Mews,Ramirezberg,CO,34527,US
51c5acc8-e5aa-4a58-95ce-9205c656dadd,4fb2361a,1580.79,USD,google_pay,713,14,4,3,0,1,2633.26,13.0,54,0.0,,,,,,,electronics,579 Leon Lane,Christopherburgh,MO,40758,US,6132 Robert Fall Suite 859,Port Cheryl,DC,44489,US
d468a989-2b87-4dbb-a588-247014c5f1d9,162c5dbc,2773.95,USD,bank_transfer,628,7,2,7,1,0,2471.99,9.67,58,0.14285714285714285,,,,,,,books,658 Kennedy Creek,Owenshire,DE,64894,US,3942 Brown Ranch,Campbellview,FM,21657,US
820a2c2e-09ee-44bc-8b05-8e481c043b60,1396447f,3496.36,USD,paypal,370,9,2,5,0,0,1431.35,6.17,47,0.0,,,,,,,clothing,958 Stephenson Garden,Mistyville,OR,09533,US,34695 Rubio Gateway Suite 481,Jennifermouth,WA,57474,US
211389a1-a90b-42ff-9259-dfe94c906757,d83f52a1,3122.15,USD,apple_pay,507,9,3,5,1,1,2051.76,6.75,58,0.2,,,,,,,books,89429 Phelps Park Apt. 519,East David,UT,98136,US,4160 Herrera Drive,Robertsburgh,RI,87264,US
96e77be0-8331-4798-a44c-aac22fe78165,ecc457f4,2704.93,USD,credit_card,191,9,2,6,1,0,1789.18,7.45,50,0.16666666666666666,,,,,,,books,87308 Heather Trafficway,South Ryan,CO,38796,US,714 Rachel Drives Apt. 669,East Jason,MP,16170,US
600c560e-b63c-4510-896a-c2690412a333,655aeee0,3880.16,USD,google_pay,532,18,5,4,0,0,1233.84,6.9,52,0.0,,,,,,,electronics,5326 Phillips Hills Suite 526,Prattshire,GA,84317,US,049 Martin Lodge Suite 829,Lake Tyler,NE,05174,US
36b68d63-a97b-4944-aec0-9a4878b961a9,c0e080e4,3178.78,USD,debit_card,406,16,4,3,0,0,2156.06,10.67,47,0.0,4,4,0,0,0,mobile,sports,52522 Mindy Harbor Suite 106,Lake Williamport,HI,78562,US,8731 Paige Trail Suite 450,Gutierrezview,ID,67377,US
7961f588-ba3f-405a-a844-339c77d4550a,4470a5d5,2181.57,USD,credit_card,419,12,5,7,1,0,2766.53,10.63,52,0.14285714285714285,6,8,0,0,0,tablet,electronics,32027 Scott Flats Suite 293,Alyssaview,SC,82742,US,515 Christopher Passage Apt. 000,New Josephchester,WI,73163,US
3170f81f-fc06-4351-8a1f-3df6b25f1226,91f90d0c,-2318.65,USD,google_pay,822,14,5,1,0,0,3339.71,9.29,53,0.0,,,,,,,clothing,8496 Kaitlin Manors Suite 161,Lake Matthew,WA,47005,US,397 Samuel Street Suite 380,Smithton,CO,68709,US
aa8d26ea-5a7c-4044-bb9a-8c273fcefe2e,e31f2276,2772.23,USD,bank_transfer,799,15,4,2,0,0,938.53,13.0,38,0.0,,,,,,,beauty,590 Mullins Pine,Kevinmouth,AZ,56392,US,9758 Perry Drive,Butlertown,WA,27288,US
057ecd15-61b8-4e1f-9133-4e1f7cc1156e,597d93ab,2361.82,USD,google_pay,526,14,4,10,0,0,2430.74,6.29,49,0.0,6,8,0,0,1,desktop,beauty,1133 Taylor Mills,Jamesside,WI,43556,US,793 Hayes Trace,New Anthony,NV,54945,US
8651e397-0bc2-4493-affa-6890bdc96bc1,f850c1c7,925.76,USD,google_pay,331,4,2,3,0,0,3586.61,7.89,47,0.0,5,7,0,0,0,desktop,food,268 Curtis Island Apt. 984,Maryburgh,MP,91858,US,9918 Lindsey Ports Suite 254,Port Nathanberg,ND,06902,US
7bd5515c-9d03-44b5-b644-c994c595116d,52dc7481,1641.47,USD,debit_card,249,9,3,9,1,0,1869.16,6.67,41,0.1111111111111111,,,,,,,food,33925 Ball Inlet Apt. 703,North Christieport,MH,32194,US,4045 Larry Ports,East Christinachester,TX,56344,US
c804937e-608e-4678-bbb5-cacd90037ead,ac679f45,1016.95,USD,google_pay,176,4,1,7,0,0,1642.48,8.7,38,0.0,,,,,,,beauty,8403 Frank Ridges Apt. 939,West Frank,VA,06604,US,330 Jennifer Mission Suite 939,Loriburgh,TX,27676,US
a9cb3bd5-9a55-46e0-9644-f426319199a6,5686884e,-4800.13,USD,paypal,299,14,3,5,0,0,2366.25,9.57,33,0.0,5,9,0,0,2,desktop,books,084 Gavin Spurs,Lake Christinaton,TN,36803,US,878 Julie Estate,Port Samuel,MT,15868,US
664a37d2-8942-48d3-a207-e580ac232406,00a077f0,3605.25,USD,credit_card,225,14,4,6,0,0,1823.92,5.15,35,0.0,1,1,0,0,0,desktop,electronics,78033 Chapman Drive,Nicolefort,TN,46893,US,678 Stevens Causeway,Port Amanda,IA,44221,US
58e7d12b-372f-49b9-924b-d8b86bb50fa0,5ea13e73,3285.97,USD,debit_card,645,9,4,8,0,0,2293.8,6.3,30,0.0,,,,,,,books,21949 Herrera Spurs Apt. 966,Serranomouth,MA,03131,US,18878 Hanson Corners Suite 122,Morganmouth,CT,43207,US
60b713e4-df1f-4232-9adb-6c6d2fa9864d,25d1713a,1912.3,USD,debit_card,612,6,2,9,1,0,2115.29,5.3,38,0.1111111111111111,8,22,0,0,2,tablet,toys,80935 Gonzales Drive Apt. 278,West Jamesbury,IL,80814,US,308 Darryl Causeway Suite 245,Lake Stephanie,OR,72412,US
9a1f83cc-c2c7-439b-97b3-77779decf633,50f2f576,1819.56,USD,google_pay,463,6,3,8,1,0,2541.6,8.2,25,0.125,4,4,0,0,0,tablet,food,42918 Jamie Ramp,Lucasside,WY,54485,US,5276 Stacy Passage Apt. 228,Rileyfort,KS,56898,US
8353c193-b255-4028-bc0d-d6dec6df7038,6f5f59c2,2009.6,USD,paypal,569,11,5,8,2,0,2698.85,6.73,27,0.25,5,7,0,0,1,tablet,toys,164 Cole Glens,East Kimberlychester,NH,89391,US,060 Brian Plain,New Barbaraburgh,AZ,28983,US
4d679d3e-a474-4e1d-baa4-839ee2b02157,25ab67fc,2240.13,USD,apple_pay,165,11,3,6,2,0,2086.29,7.63,30,0.3333333333333333,5,7,0,0,0,tablet,beauty,77313 Davis Underpass,South Michael,NH,06574,US,390 Mccarthy Extensions Suite 976,Pamelaside,WY,67732,US
cfdb9213-d9a4-4471-aaf8-dbb233ace296,3e7af952,7077.62,USD,credit_card,253,22,5,7,1,0,2469.74,7.0,20,0.14285714285714285,3,9,0,0,0,desktop,home,04817 Angela Gateway Suite 811,New Stephanie,GA,58156,US,63039 Buck Groves Apt. 628,East Ryan,WV,51941,US
7058fade-0dbe-4478-afae-0be95cb2578d,0645d9ad,1595.14,USD,credit_card,229,8,3,6,2,0,2031.41,7.11,19,0.3333333333333333,,,,,,,food,141 Riley Shoal,East Mark,RI,38757,US,14449 Wright Crossing Apt. 521,South Charlesberg,OR,17412,US
bda30820-aeab-4a18-b52d-e7a2cd26a5e5,3a3956b3,2234.68,USD,apple_pay,241,11,4,4,0,0,2129.11,10.57,31,0.0,,,,,,,beauty,0183 Mitchell Heights,Ashleyborough,AR,08614,US,7726 Cisneros Glen,New Autumn,MT,72344,US
eb8ed0f9-d951-4ec0-95ac-c90a4cb526f0,25bb94a7,-6489.25,USD,credit_card,152,20,5,6,0,0,1323.88,8.83,19,0.0,,,,,,,books,581 Diaz Mountains,South Donnahaven,MT,72622,US,9504 Allison Grove,Wilsonberg,DC,83658,US
fb799eee-0e59-45d3-a73b-74d139361863,3e7af952,4532.84,USD,debit_card,253,16,5,9,1,0,3011.87,7.0,17,0.1111111111111111,,,,,,,books,0700 Estrada Meadow Suite 429,Nguyenfurt,PR,79309,US,9850 Dillon Extensions,East Kevin,ND,47177,US
42b26653-ad32-42b7-a374-e873b0a41759,c47f3b96,4230.69,USD,credit_card,474,17,5,10,1,0,2061.61,6.31,23,0.1,4,4,0,0,0,tablet,toys,32310 Tina Stravenue,Port Michaelchester,KS,80807,US,188 Miller Roads Apt. 999,Campbellland,OK,26721,US
e1d5220f-b803-4cf7-938b-d2fa9da12d5e,df3fe753,1861.71,USD,debit_card,550,9,5,3,0,0,2878.3,11.4,27,0.0,,,,,,,toys,82846 Abbott Alley Apt. 638,Rebeccaberg,FL,69577,US,500 Gregory Corners Apt. 187,Hannahmouth,VA,89003,US
bf7b54c9-6138-42c7-bb18-7f22b4b3cd61,4c14a76e,3696.78,USD,paypal,443,14,5,6,1,0,2779.62,9.71,22,0.16666666666666666,4,6,0,0,0,tablet,electronics,472 Douglas Mountain,Lake Scott,VI,12708,US,728 Moses Parkways,Danieltown,PA,97887,US
a96a4f34-7c4e-4de5-ab36-e858ea1b55e7,1223c27c,2163.6,USD,paypal,296,9,4,6,1,0,2325.12,8.75,25,0.16666666666666666,1,1,0,0,0,tablet,food,5648 Nicholas Key Suite 659,Seanland,WA,93232,US,1238 Ray Prairie Suite 489,South Davidville,MS,62885,US
5d9a6d9f-1c78-49ba-aabf-fa36d3ee3991,933460a1,1342.98,USD,google_pay,749,7,2,10,3,0,2331.04,5.8,33,0.3,4,4,0,0,0,tablet,home,202 Brian Fields,New Rebeccafort,FM,39172,US,11465 Michael Flat,Phillipsmouth,WV,88871,US
6fea903c-d136-45ee-b82e-f2842234b2b5,44e12bf1,2622.61,USD,credit_card,325,14,5,8,1,0,989.54,9.44,16,0.125,2,2,0,0,1,tablet,home,622 Jonathan Hollow,Port Alanstad,HI,75119,US,884 Kathleen Turnpike,Edwardfort,PR,86203,US
1a44e69d-e96a-413c-92e9-e4e418dee3c2,07c8d721,3041.12,USD,google_pay,387,13,5,6,0,0,2217.48,10.5,25,0.0,6,8,0,0,1,tablet,home,75277 Reyes Path Apt. 715,East Brianmouth,CT,53060,US,742 Perez Course,Darrenburgh,VA,37948,US
97b86938-bc05-4657-9f20-40c6f8c1e264,1a39721c,3747.86,USD,paypal,822,12,5,5,1,0,1827.3,12.4,19,0.2,,,,,,,food,3560 Campbell Shoals Suite 081,West Julie,KS,12679,US,65566 Hernandez Lane Suite 669,Jameston,FM,65032,US
75657acf-fafa-4a38-ac72-5cc452fbea8e,260a108a,1242.36,USD,bank_transfer,781,7,3,6,0,0,2888.45,8.33,20,0.0,,,,,,,sports,30685 Gutierrez Lakes Apt. 457,South Aaron,RI,25260,US,686 Kevin Curve Suite 762,East Aaronside,OR,74908,US
fe6ea894-c77f-4324-afc3-65bc45ddc847,50f2f576,2543.41,USD,google_pay,463,13,5,9,1,0,2452.93,8.2,23,0.1111111111111111,6,10,0,0,0,mobile,beauty,31323 Huang Street Apt. 510,Duranview,WY,47247,US,2865 Carter Canyon,Wolfetown,CO,21985,US
42c2973d-2dcd-4aa9-b9f3-347f1f79342b,1d56ec2e,4839.61,USD,credit_card,620,21,5,8,1,0,1693.54,8.44,17,0.125,9,23,0,0,0,tablet,books,5581 Lori Lights Suite 055,Christineland,VT,86842,US,671 Michael Light,Phillipsshire,MH,55432,US
52201c17-aa49-436a-886e-4666699f057c,21c91b0e,3245.65,USD,paypal,357,14,4,9,0,0,2941.52,8.89,17,0.0,,,,,,,food,0589 Meyer Park Suite 751,North Derekville,PW,38065,US,69824 Robert Route,North Susanberg,VT,67929,US
9ed62762-aed8-4f35-8ba6-2321c955d94c,60cddf5e,-4314.42,USD,paypal,755,15,5,12,0,1,1272.38,5.67,19,0.0,,,,,,,books,5055 Henderson Place Suite 519,Beardside,CO,76670,US,70410 Rachael Mall,Meganstad,OR,94510,US
38aae52e-988f-4fea-815a-4b77a57dac71,bbe8e247,-6560.92,USD,bank_transfer,758,19,5,10,1,0,1584.01,7.08,39,0.1,3,3,0,0,1,desktop,books,7126 Martinez Tunnel Apt. 474,Hugheston,VA,42808,US,1292 James Way Suite 512,South David,NC,83753,US
3289dbbf-f0ca-47d4-b195-020087d26a56,6384baf0,1003.98,USD,paypal,535,9,2,17,3,0,2346.11,4.72,11,0.17647058823529413,4,4,0,0,0,mobile,clothing,33545 Richard Valleys Apt. 204,Suzanneshire,NC,21558,US,18158 Peggy Extension,Shawnport,DE,42927,US
95695c63-db47-46c8-afae-f34a01a2a28a,41d883ee,3521.93,USD,debit_card,589,18,5,6,0,0,2691.32,8.71,9,0.0,,,,,,,beauty,128 Bennett Locks Suite 629,Port Annefurt,NH,06077,US,87745 Washington Crossroad Suite 436,East Danny,PA,65300,US
69c33e00-8ea2-4b8d-b340-68d1274c1b19,2cf9d023,4697.48,USD,bank_transfer,583,15,5,13,5,0,2501.28,5.0,8,0.38461538461538464,4,4,0,0,0,desktop,home,82299 Kimberly Extensions,East Joview,LA,16145,US,75910 Wendy Ramp,Paulland,NJ,20767,US
928f4b0a-da84-4070-90ef-e178b806bf9f,54b6c940,4152.15,USD,apple_pay,238,19,4,5,1,1,1924.17,8.44,19,0.2,,,,,,,food,494 Moss Trail Suite 213,Chelseamouth,SC,11437,US,050 Wood Fields,South Jorge,MI,37205,US
